"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Mon Nov 14 09:11:56 GMT 2022","Mon Nov 14 09:11:56 GMT 2022","0","JDI-Light Performance","Tests","org.mytests.tests.example.DataTableTests","org.mytests.tests.example.DataTableTests","tableParamsTest","tableParamsTest",""
"skipped","Mon Nov 14 09:11:56 GMT 2022","Mon Nov 14 09:11:56 GMT 2022","0","JDI-Light Performance","Tests","org.mytests.tests.example.DataTableTests","org.mytests.tests.example.DataTableTests","rowTableMatcherSingleTest","rowTableMatcherSingleTest",""
"skipped","Mon Nov 14 09:11:56 GMT 2022","Mon Nov 14 09:11:56 GMT 2022","0","JDI-Light Performance","Tests","org.mytests.tests.example.DataTableTests","org.mytests.tests.example.DataTableTests","atLeastTest","atLeastTest",""
"skipped","Mon Nov 14 09:11:56 GMT 2022","Mon Nov 14 09:11:56 GMT 2022","0","JDI-Light Performance","Tests","org.mytests.tests.example.DataTableTests","org.mytests.tests.example.DataTableTests","previewTest","previewTest",""
"skipped","Mon Nov 14 09:11:56 GMT 2022","Mon Nov 14 09:11:56 GMT 2022","0","JDI-Light Performance","Tests","org.mytests.tests.example.DataTableInteractTests","org.mytests.tests.example.DataTableInteractTests","linesFilterTest","linesFilterTest",""
"skipped","Mon Nov 14 09:11:56 GMT 2022","Mon Nov 14 09:11:56 GMT 2022","0","JDI-Light Performance","Tests","org.mytests.tests.example.DataTableTests","org.mytests.tests.example.DataTableTests","dataColumnTestIndex","dataColumnTestIndex",""
"broken","Mon Nov 14 09:11:56 GMT 2022","Mon Nov 14 09:11:56 GMT 2022","5","JDI-Light Performance","Tests","org.mytests.tests.example.RetryTests","org.mytests.tests.example.RetryTests","setUp","setUp",""
"skipped","Mon Nov 14 09:11:56 GMT 2022","Mon Nov 14 09:11:56 GMT 2022","0","JDI-Light Performance","Tests","org.mytests.tests.example.DataTableTests","org.mytests.tests.example.DataTableTests","noRowsTest","noRowsTest",""
"skipped","Mon Nov 14 09:11:56 GMT 2022","Mon Nov 14 09:11:56 GMT 2022","0","JDI-Light Performance","Tests","org.mytests.tests.example.MenuTests","org.mytests.tests.example.MenuTests","customMenuTest","customMenuTest",""
"skipped","Mon Nov 14 09:11:56 GMT 2022","Mon Nov 14 09:11:56 GMT 2022","0","JDI-Light Performance","Tests","org.mytests.tests.example.JDIPerformanceTests","org.mytests.tests.example.JDIPerformanceTests","longTextTest","longTextTest",""
